,FORMULA,PROPERTY: Processing method,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Microstructure,PROPERTY: HV,PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),Others: DOI,Others: Reference,target_nor
58,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,T,700.0,,7.4,FCC,,461.0,560.0,,,12.0,,10.3390/e21020169,,0.49400597087526515
231,Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,,,,,5.0,,797.0,,,,,,,10.1016/j.actamat.2019.03.010,,0.3337878181589629
727,Cr1 Mo1 Nb1 Ta1 V1 W1,CAST,C,25.0,,11.7,,704.6,,,,,,,10.1016/j.calphad.2015.09.007,,0.7810634944919732
617,Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,172.0,504.0,210.0,226.0,,,10.1016/j.actamat.2019.04.017,,0.5474120217806991
551,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,280.0,,,220.0,54.0,,10.1016/j.msea.2019.04.025,,0.5340605090543407
497,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,CAST,T,700.0,,8.4,FCC,,212.0,,,202.0,,154.3,10.1016/j.scriptamat.2019.02.038,,0.5607635345070577
1003,Mo0.7 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,6.9,BCC,,1706.0,,,130.0,,32.0,10.1016/j.matdes.2015.06.072,,0.4606271890593689
233,Al1 Co0.255 Cr0.255 Cu0.106 Fe0.277 Ni0.234,,,,,5.1,,811.0,,,,,,,10.1016/j.actamat.2019.03.010,,0.34046357452214215
737,Cr1 Nb1 Ti1 Zr1,,C,25.0,6.67,6.6,,418.0,1260.0,,,,6.0,,10.1016/j.actamat.2012.11.032,,0.44059991996983106
218,Al0.8 Cr1 Cu1 Fe1 Ni2,,,25.0,7.3,7.283715815,FCC,,,,,179.1471486,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4862431219957565
333,Al1 Cr1 Mo1 Ti1,ANNEAL,C,1000.0,5.98,6.0,BCC,,375.0,,,189.0,,,10.1016/j.actamat.2019.06.032,,0.4005453817907555
113,Al0.3 Nb1 Ta0.8 Ti1.4 V0.2 Zr1.3,,,25.0,7.7,7.706514339,BCC,,1965.0,,,107.1964186,5.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5144681213651144
1153,Nb1 Ta1 Ti1 W1,ANNEAL,C,600.0,,12.1,BCC,,596.0,,,198.0,,,10.1016/j.actamat.2019.06.006,,0.8077665199446903
814,Hf1 Mo0.5 Nb1 Ti1 V0.5,CAST,C,1200.0,,9.0,BCC,,60.0,,,126.0,,,10.1016/j.jallcom.2016.10.014,,0.6008180726861333
51,Al0.25 Mo1 Nb1 Ti1 V1,CAST,C,25.0,7.1,7.065041148,BCC,460.0,1250.0,,164.0,160.7240221,13.0,12.0,,Prof.Yeh-RHEA,0.47164493399884294
479,Co0.25 Cr1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,518.0,744.0,240.0,238.0,36.0,,10.1016/j.actamat.2019.04.017,,0.54073626541752
352,Al1 Mo1 Nb1 Ti1,ANNEAL,C,600.0,,6.5,BCC,,520.0,,,151.0,,,10.1007/s11661-017-4386-1,,0.4339241636066518
410,Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,,C,25.0,6.805,6.803137068,BCC,,1800.0,,,187.8028973,9.1,,,Prof.Yeh-3dtransitional,0.45416085571281684
247,Al1 Co0.333 Cr0.333 Cu0.333 Fe0.333,,,25.0,,5.4,BCC,644.0,,,,136.0,,,10.3166/acsm.31.633-648,,0.36049084361168
756,Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,221.0,602.0,,203.0,49.0,,10.1016/j.actamat.2014.08.026,,0.54073626541752
424,Al1 Co1 Fe1 Ni1,,C,25.0,6.6,6.604716099,BCC,456.0,964.0,,,161.7140033,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4409147552489174
420,Al1 Co1 Cr1 Fe1 Ni1 Ti1,,C,25.0,6.2,6.228043003,BCC,,1860.0,2580.0,181.0,169.2125674,9.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4157689770743131
380,Al2 Co1 Cr1 Cu1 Fe1 Ni1,,,600.0,6.3,6.271288576,BCC,,805.0,,,156.3263851,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4186559461656539
54,Al0.25 Nb1 Ta1 Ti1 V1,CAST,C,25.0,8.8,8.794810956,BCC,,1330.0,,92.0,130.4925823,50.0,50.0,,Prof.Yeh-RHEA,0.5871201520247565
706,Co1 Cu1 Fe1 Mn1 Ni1,,T,25.0,8.4,8.387119793,FCC,208.0,,478.0,,189.2450445,14.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5599036832686646
723,Cr1 Fe1 Mn1 Ni1,,,,,7.8,FCC,,,,,222.0,,,10.1016/j.jallcom.2019.04.296,,0.5207089963279822
875,Hf1 Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,9.9,BCC,,820.0,869.0,,107.0,50.0,,10.1016/j.msea.2015.12.017,,0.6608998799547466
56,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,T,23.0,,7.4,FCC,,520.0,696.0,,,,,10.3390/e21020169,,0.49400597087526515
86,Al0.333 Cr0.667 Fe1 Mn0.667 Ni0.333,CAST,,25.0,,7.0,BCC,396.0,,,,201.0,,,10.1016/j.msea.2010.05.052,,0.4673029454225481
652,Co1 Cu1 Fe1 Ni1 Sn0.02,CAST,T,25.0,,8.6,FCC,,,548.0,,185.0,,17.0,10.1016/j.msea.2012.03.080,,0.5741150472334162
832,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,C,1000.0,,9.9,BCC,,814.0,,,137.0,,,10.1016/j.intermet.2015.03.013,,0.6608998799547466
358,Al1 Nb1 Ta1 Ti1,CAST,,,,8.2,BCC,458.0,,,,120.0,,,10.1016/j.matdes.2018.06.003,,0.5474120217806991
1169,Nb1 Ta1 V1 W1,,C,25.0,12.9,12.88664201,BCC,492.0,1530.0,,,205.5328097,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.8602808239827064
184,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.3,9.338160378,BCC,396.0,1302.0,,107.0,104.0625193,46.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6233928356382192
844,Hf1 Mo1 Nb1 Ti1 Zr1,CAST,C,1000.0,,8.7,BCC,,721.0,,,128.0,50.0,,10.3390/e21010015,,0.5807908035965954
274,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,CAST,C,500.0,,6.3,BCC,,1120.0,,,156.0,,,10.1007/s11661-005-0218-9,,0.4205726508802933
289,Al1 Co0.8 Cr0.8 Fe0.8 Mn0.8 Ni0.8,CAST,,25.0,,6.6,BCC,539.0,,,,180.0,,,10.1016/j.actamat.2013.09.037,,0.44059991996983106
240,Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,,,,,5.6,,604.0,,,,,,,10.1016/j.actamat.2019.03.010,,0.3738423563380385
548,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,560.0,,,220.0,39.5,,10.1016/j.msea.2019.04.025,,0.5340605090543407
198,Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.1,BCC,427.0,1415.0,2050.0,102.0,103.0,30.0,,10.1016/j.jallcom.2014.11.064,,0.6074938290493125
594,Co1 Cr1 Fe1 Mo0.2 Ni1,ANNEAL,T,25.0,,8.3,FCC,,,899.0,,232.0,31.0,,10.3390/e21050448,,0.5540877781438786
1006,Mo1.3 Nb1 Ti1 V1 Zr1,,C,25.0,7.3,7.279138633,BCC,,1496.0,,,150.0167131,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.48593756047713715
519,Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,WROUGHT,T,25.0,,8.6,FCC,,950.0,,,231.0,36.0,,10.1016/j.ijplas.2018.10.005,,0.5741150472334162
861,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1000.0,,10.2,BCC,,855.0,,,143.0,,,10.1016/j.intermet.2015.03.013,,0.6809271490442843
367,Al1 Nb1 Ti1 V1,ANNEAL,C,600.0,,5.5,BCC,,780.0,1005.0,,104.0,,,10.1016/j.jallcom.2015.08.224,,0.36716659997485923
841,Hf1 Mo1 Nb1 Ta1 Zr1,CAST,C,1400.0,,10.9,BCC,,278.0,,,141.0,,,10.3390/e21010015,,0.7276574435865392
738,Cr1 Cu1 Fe1 Mo1 Ni1,,,25.0,8.7,8.717125668,FCC,263.0,,,,236.4032086,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5819340714678424
1061,Mo1 Nb1 Ta1 V1 W1,CAST,C,1600.0,,12.4,BCC,,477.0,,,229.0,,,10.1016/j.intermet.2011.01.004,,0.8277937890342281
961,Hf1 Mo1 Nb1 Ti1 Zr1,,,800.0,8.7,8.685086263,BCC,,825.0,,,127.9212828,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5797951988498302
1157,Nb1 Ta1 V1 W1,CAST,C,25.0,,12.9,BCC,,1530.0,1700.0,,206.0,12.0,,10.1016/j.msea.2016.07.102,,0.8611725708501243
1096,Mo1 Nb1 Ta1 V1 W1,,,600.0,12.4,12.37616704,BCC,,862.0,,,229.2405322,13.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.8262027586904941
298,Al1 Co1 Cr1 Fe1 Ni1,CAST,C,25.0,,6.7,BCC,520.0,1373.0,3531.0,,,20.0,,10.1016/j.msea.2011.10.110,,0.44727567633301035
743,Cr1 Fe1 Mo0.2 Ni3,ANNEAL,C,,,8.427662237,FCC,238.0,,,,224.777957,,,,Paper_Collection_4_element,0.562610198053783
107,Al0.3 Co1 Cr1 Cu1 Fe1,,,25.0,7.7,7.666069343,FCC,180.0,,,,194.2601286,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5117681119710569
199,Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.1,9.091430053,BCC,427.0,1415.0,,105.0,102.7968193,30.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.606921720267139
1192,Nb1 Ti1 V1 Zr1,,,25.0,6.3,6.458317279,BCC,,1105.0,,,100.1988131,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.43114152670714806
746,Cr1 Nb1 Ti1.89 V0.56,CAST,C,25.0,6.17,6.161703106,BCC,,990.0,,,142.0401973,50.0,50.0,,Prof.Yeh-RHEA,0.411340287179009
620,Co1 Cr1 Fe1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,274.0,708.0,,226.0,51.0,,10.1016/j.actamat.2014.08.026,,0.5474120217806991
275,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,CAST,C,700.0,,6.3,BCC,,567.0,,,156.0,,,10.1007/s11661-005-0218-9,,0.4205726508802933
1079,Mo1 Nb1 Ti1 V1,CAST,C,25.0,,7.3,BCC,441.0,1200.0,2050.0,,167.0,26.0,,10.3390/e16020870,,0.48733021451208586
545,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,1150.0,,,220.0,6.0,,10.1016/j.msea.2019.04.025,,0.5340605090543407
81,Al0.312 Ca0.021 Li0.792 Mg1 Si0.021,CAST,C,25.0,1.52,1.4,,,360.0,,,,9.0,,10.3390/ma12071136,,0.09346058908450962
