,FORMULA,PROPERTY: Processing method,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: Microstructure,PROPERTY: HV,PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),Others: DOI,Others: Reference,target_nor
301,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,CAST,T,600.0,,8.4,FCC,,214.0,,,202.0,,189.2,10.1016/j.scriptamat.2019.02.038,,0.08645032540064071
664,Mo0.3 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,6.7,BCC,,1289.0,,,114.0,,42.0,10.1016/j.matdes.2015.06.072,,0.5207218198197471
623,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,9.97,9.938913534,BCC,,1512.0,,115.0,137.0328224,12.0,10.0,,Prof.Yeh-RHEA,0.6108079065690128
634,Hf1 Mo1 Nb1 Ti1 Zr1,,,1200.0,8.7,8.685086263,BCC,,187.0,,,127.9212828,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.07554304135476547
601,Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,BCC,,967.0,981.0,,107.0,,,10.1016/j.jallcom.2019.04.291,,0.39064235823560545
581,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,23.0,10.18,10.2,BCC,,1600.0,,,143.0,,,10.1016/j.actamat.2019.06.032,,0.6463575730889025
517,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,25.0,,8.4,BCC,,1100.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.44437083149862044
853,Nb1 Ti1 V2 Zr1,,C,25.0,6.4,6.404764627,BCC,304.0,918.0,,,104.6359102,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3708476575597578
45,Al0.304 Co1 Cr1 Fe1 Ni1,,T,25.0,,7.6,FCC,,260.0,620.0,,,,,10.1016/j.matlet.2017.04.072,,0.10503310562694665
788,Mo1 Nb1 Ti1 V2.0 Zr1,,C,25.0,7.0,6.987813039,BCC,,1538.0,3176.0,,138.8504308,23.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6213112171317076
157,Al1 Cr0.5 Nb1 Ti1 V1,ANNEAL,C,25.0,,5.6,BCC,,1300.0,1430.0,,119.0,,,10.1016/j.jallcom.2015.08.224,,0.5251655281347333
650,Hf1 Nb1 Ta1 Ti1 Zr1,,,1400.0,9.9,9.893530612,BCC,,790.0,,,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3191390517126456
171,Al1 Cr1 Mo1 Ti1,ANNEAL,C,400.0,,6.0,BCC,,1070.0,,,189.0,,,10.1007/s11661-017-4386-1,,0.4322516270032035
16,Al0.25 Co1 Cr1 Cu0.75 Fe1 Ni1 Ti0.5,CAST,C,25.0,,7.5,FCC,,750.0,1970.0,103.0,189.0,,39.0,10.1016/j.jallcom.2008.11.059,,0.30298011238542305
511,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-103.0,,8.4,BCC,,1370.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.5534436719573728
48,Al0.312 Ca0.021 Li0.792 Mg1 Si0.021,CAST,C,25.0,1.52,1.4,,,360.0,,,,9.0,,10.3390/ma12071136,,0.14543045394500306
841,Mo0.7 Nb1 Ti1 V0.3,,C,25.0,7.1,7.310815865,BCC,,1436.0,,,158.8854972,27.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5801059218472899
730,Mo1 Nb1 Ta1 W1,CAST,C,25.0,,13.7,BCC,454.0,1058.0,1211.0,,250.0,40.0,,10.1016/j.intermet.2011.01.004,,0.4274039452050368
515,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,72.0,,8.4,BCC,,1020.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.4120529528441753
602,Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,BCC,366.0,1202.0,1295.0,,107.0,,,10.1016/j.jallcom.2015.07.209,,0.48557612678303796
480,Fe1 Mn1 Ni1,,C,25.0,8.055,8.058794341,FCC,,221.0,,,203.0095102,35.8,,,Prof.Yeh-3dtransitional,0.08927813978290465
283,Co0.25 Cr0.25 Fe1 Mn1,WROUGHT,T,25.0,,7.7,FCC,,792.0,1055.0,,212.0,22.6,,10.1016/j.msea.2019.138039,,0.3199469986790067
575,Hf1 Mo1 Ta1 Ti1 Zr1,CAST,C,1000.0,,10.2,BCC,,855.0,,,143.0,30.0,,10.3390/e21010015,,0.3453973281193823
225,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.715,6.717648579,BCC,457.5,1150.0,,125.0,184.2786056,,,,Prof.Yeh-3dtransitional,0.46456950565764865
26,Al0.25 Mo1 Nb1 Ti1 V1,,C,25.0,7.1,7.065041148,BCC,460.0,1250.0,,,160.7240221,13.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5049668539757051
827,Nb1 Ti1 Zr1,CAST,C,1000.0,,6.5,BCC,,218.0,,,94.0,14.2,,10.1007/s12598-019-01310-6,,0.08806621933336296
437,Co1 Cr1 Fe1 Mn1 Ni1 V0.25,,C,25.0,7.925,7.920592137,FCC,151.0,200.0,,,214.7184545,75.0,,,Prof.Yeh-3dtransitional,0.08079469663611281
364,Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.0,FCC,,494.82,736.0,,220.0,43.15,,10.1007/s11661-019-05231-y,,0.1998941589474067
229,Al1 Co1 Cr1 Fe1 Ni1 Si1,,C,25.0,5.655,5.651384641,BCC,,1110.0,,,150.9268735,1.0,,,Prof.Yeh-3dtransitional,0.4484105663304261
37,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,T,600.0,,7.4,FCC,,594.0,1006.0,,185.0,49.0,,10.3390/e21020169,,0.23996024900925506
836,Mo0.1 Nb1 Ti1 V0.3,CAST,C,25.0,6.6,6.651535095,BCC,,932.0,,,120.4416961,45.0,45.0,,Prof.Yeh-RHEA,0.3765032863242857
374,Co1 Cr1 Fe1 Mo0.15 Ni1,WROUGHT,T,25.0,,8.3,FCC,,1301.0,1493.0,,231.0,,7.2,10.1016/j.msea.2019.05.078,,0.5255695016179138
469,Fe1 Mn1 Ni1,WROUGHT,T,25.0,,8.1,FCC,,522.0,601.0,182.0,203.0,25.0,,10.1016/j.actamat.2019.04.017,,0.21087415822025443
838,Mo0.3 Nb1 Ti1 V0.3,CAST,C,25.0,6.8,6.902084765,BCC,,1312.0,,,135.0516804,50.0,50.0,,Prof.Yeh-RHEA,0.5300132099329
739,Mo1 Nb1 Ti1 V0.3 Zr1,ANNEAL,C,25.0,,7.2,BCC,,1455.0,,,142.0,,25.0,10.1016/j.matdes.2015.06.072,,0.5877814180277207
636,Hf1 Mo1 Ta1 Ti1 Zr1,,,25.0,10.21,10.19147746,BCC,,1600.0,,,142.9802846,4.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6463575730889025
194,Al1 Nb1 Ta1 Ti1 V1,CAST,C,25.0,,7.9,BCC,,993.0,,,122.0,,,10.1016/j.proeng.2012.03.043,,0.4011456687983001
741,Mo1 Nb1 Ti1 V0.75 Zr1,CAST,C,25.0,,7.2,BCC,,1708.0,3929.0,,141.0,29.0,,10.1007/s11837-012-0366-5,,0.6899867092724034
750,Mo1 Nb1 Ta1 Ti0.25 W1,CAST,C,25.0,13.15,13.09564737,BCC,,1110.0,,,241.768928,2.5,2.5,,Prof.Yeh-RHEA,0.4484105663304261
503,Hf0.5 Nb0.5 Ti2 V1 Zr1,CAST,C,25.0,6.66,6.700702897,BCC,,1065.0,,,100.0723702,50.0,50.0,,Prof.Yeh-RHEA,0.4302317595873007
840,Mo0.5 Nb1 Ti1 V0.3,CAST,C,25.0,6.9,7.119829355,BCC,,1301.0,,,147.7487437,43.0,43.0,,Prof.Yeh-RHEA,0.5255695016179138
723,Mo1 Nb1 Ta1 V1 W1,CAST,C,600.0,,12.4,BCC,,862.0,,,229.0,17.0,,10.1016/j.intermet.2011.01.004,,0.3482251425016462
839,Mo0.5 Nb1 Ti1 V0.3,,C,25.0,6.9,7.119829355,BCC,,1301.0,,,147.7487437,43.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5255695016179138
162,Al1 Cr1 Mo1 Nb1 Ti1,CAST,C,1000.0,,6.6,BCC,,594.0,630.0,,170.0,15.0,,10.1016/j.jallcom.2015.11.050,,0.23996024900925506
615,Hf1 Ta1 Ti1 Zr1,CAST,T,25.0,,10.2,BCC,,1500.0,1500.0,,107.0,,,10.1002/adma.201701678,,0.6059602247708461
152,Al1 Co1 Fe1 Ni1,CAST,C,25.0,,6.6,BCC,456.0,964.0,,,162.0,,,10.1016/j.jmmm.2014.07.023,,0.38943043778606373
597,Hf1 Nb1 Ta1 Ti1 Zr1,CAST,C,25.0,,9.9,BCC,335.0,1015.0,,85.0,,1.7,,10.1016/j.matlet.2016.03.133,,0.4100330854282725
866,Mo1 Nb1 Ta1 Ti0.5 W1,,C,25.0,,12.59689771,BCC,481.2,1211.0,1579.0,,234.47241,5.9,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.48921188813166305
660,Mo0.15 Nb0.095 Ti0.325 V0.27 Zr0.16,CAST,C,25.0,6.46,6.464510938,BCC,,1526.0,,,135.9988299,26.9,18.9,,Prof.Yeh-RHEA,0.6164635353335407
111,Al0.5 Nb1 Ta0.8 Ti1.5 V0.2 Zr1,,,1000.0,7.6,7.557222162,BCC,,220.0,,,108.974285,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.0888741662997241
226,Al1 Co1 Cr1 Fe1 Mo0.1 Ni1,,C,25.0,6.805,6.803137068,BCC,,1800.0,,,187.8028973,9.1,,,Prof.Yeh-3dtransitional,0.7271522697250153
603,Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,T,25.0,,9.9,BCC,351.0,1145.0,1262.0,,107.0,,,10.1016/j.jallcom.2015.07.209,,0.46254963824174583
103,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.3,9.338160378,BCC,396.0,1302.0,,107.0,104.0625193,46.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5259734751010944
421,Co1 Ni1 V1,WROUGHT,T,25.0,,7.8,,,517.0,1049.0,,,55.0,,10.1002/adma.201807142,,0.2088542908043516
419,Co1 Ni1 V1,WROUGHT,T,25.0,,7.8,,,767.0,1224.0,,,46.0,,10.1002/adma.201807142,,0.3098476615994926
586,Hf1 Nb1 Ta1 Ti1,ANNEAL,C,200.0,,10.9,BCC,,610.0,,,119.0,,,10.1016/j.actamat.2019.06.006,,0.24642382474014407
119,Al0.75 Mo1 Nb1 Ti1 V1,,C,25.0,6.6,6.597193785,BCC,517.0,1260.0,,,151.0042854,8.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5090065888075107
53,Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,CAST,T,700.0,,7.2,,,220.0,340.0,,,5.4,,10.1016/j.scriptamat.2016.04.014,,0.0888741662997241
151,Al1 Co1 Cu1 Fe1 Ni1 Ti1,,C,25.0,,6.5,,,1612.0,,,,12.8,,10.1016/j.matdes.2016.12.036,,0.6512052548870693
403,Co1 Cr1 Ni1,WROUGHT,T,25.0,,8.3,FCC,223.0,346.0,,,,68.0,,10.1016/j.actamat.2018.12.015,,0.13977482518047515
819,Nb1 Ta1 Ti1 Zr1,CAST,T,25.0,,8.9,BCC,358.0,1144.0,1205.0,98.0,115.0,6.4,,10.3390/e21020114,,0.4621456647585653
207,Al2 Co1 Cr1 Cu1 Fe1 Ni1,,,1100.0,6.3,6.271288576,BCC,,79.0,,,156.3263851,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.03191390517126456
733,Mo1 Nb1 Ta1 W1,CAST,C,1000.0,,13.7,BCC,,548.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,,0.2213774687829491
666,Mo0.3 Nb1 Ti1 V1 Zr1,CAST,C,25.0,6.7,6.685845916,BCC,,1289.0,,,114.0081503,42.0,42.0,,Prof.Yeh-RHEA,0.5207218198197471
8,Al0.186 Cr0.149 Fe1 Mn0.861 Ni0.28,CAST,T,25.0,,7.3,,,355.0,1174.0,,,,49.5,10.1016/j.msea.2019.01.083,,0.14341058652910024
704,Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,C,800.0,,11.0,BCC,,791.3,1180.0,,209.0,,,10.1016/j.intermet.2017.01.007,,0.3196642172407803
36,Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,T,23.0,,7.4,FCC,,627.0,1197.0,,,11.0,,10.3390/e21020169,,0.25329137395421364
452,Co1 Fe1 Ni1 Si0.25,,C,25.0,7.7,7.724929168,FCC,149.0,196.0,,,186.1641344,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.07917880270339056
253,Al1 Cr1 Mo1 Nb1 Ti1,,,1200.0,6.6,6.565952966,BCC,,105.0,,,170.0203827,24.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.04241721573395923
303,Co0.5 Fe0.5 Mo0.1 Ni1 V0.25,CAST,T,800.0,,8.4,FCC,,187.0,,,202.0,,119.5,10.1016/j.scriptamat.2019.02.038,,0.07554304135476547
652,Hf1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.893530612,BCC,295.0,1073.0,,111.0,106.9115089,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.43346354745274523
571,Hf1 Mo1 Nb1 Ti1 Zr1,CAST,C,1000.0,8.68,8.7,BCC,,635.0,,,128.0,,,10.1016/j.actamat.2019.06.032,,0.2565231618196582
621,Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.928762404,BCC,492.0,1373.0,,139.0,130.2953678,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5546555924069144
630,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,,C,25.0,9.9,9.938913534,BCC,505.0,1512.0,,147.0,137.0328224,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6108079065690128
262,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,,,1200.0,7.1,7.147250402,BCC,,250.0,,,118.2773132,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.10099337079514101
610,Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,8.1,BCC,,1120.0,1376.0,,95.0,30.0,,10.1016/j.ijrmhm.2014.07.009,,0.4524503011622317
297,Co0.5 Cr0.5 Fe1 Ni1,WROUGHT,T,25.0,,8.2,FCC,,214.0,612.0,,219.0,77.3,,10.1080/21663831.2018.1553803,,0.08645032540064071
414,Co1 Mn1 Ni1,WROUGHT,T,25.0,,8.4,FCC,,601.0,608.0,190.0,202.0,40.0,,10.1016/j.actamat.2019.04.017,,0.24278806339151898
150,Al1 Co1 Cu1 Fe1 Ni1,,C,25.0,,7.0,,,1060.0,,,,19.1,,10.1016/j.matdes.2016.12.036,,0.4282118921713979
687,Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769,ANNEAL,C,25.0,,7.4,BCC,,1603.0,,,153.0,,20.0,10.1016/j.matdes.2015.06.072,,0.6475694935384442
770,Mo1 Nb1 Ta1 W1,,,1000.0,13.8,13.65986331,BCC,,548.0,,,250.0231927,40.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.2213774687829491
550,Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,CAST,C,1000.0,,9.9,BCC,,814.0,,,137.0,,,10.1016/j.intermet.2015.03.013,,0.3288344153089791
488,Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,CAST,C,800.0,,6.9,BCC,310.4,195.0,,,101.0,50.0,,10.1007/s40195-019-00921-3,,0.07877482922021
147,Al1 Co1 Cr1 Fe1 Ni1 Si0.2,CAST,C,25.0,,6.5,BCC,,1265.0,2173.0,,176.0,,14.0,10.1016/j.msea.2010.07.049,,0.5110264562234135
146,Al1 Co1 Cr1 Fe1 Ni1,CAST,C,25.0,,6.7,BCC,,1138.0,,,,,,10.1016/j.jallcom.2010.10.047,,0.4597218238594819
631,Hf1 Mo1 Nb1 Ti1 Zr1,,,25.0,8.7,8.685086263,BCC,,1575.0,,,127.9212828,9.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.6362582360093884
807,Nb1 Ta1 Ti1 V1,POWDER,C,25.0,,9.2,BCC,427.9,1108.0,,,134.0,28.3,,10.1016/j.jallcom.2018.10.230,,0.447602619364065
817,Nb1 Ta1 Ti1 W1,ANNEAL,C,800.0,,12.1,BCC,,564.0,,,198.0,,,10.1016/j.actamat.2019.06.006,,0.22784104451383813
348,Co1 Cr1 Fe1 Mn1 Ni1,CAST,C,25.0,,8.0,FCC,,216.0,,,220.0,63.0,,10.1016/j.jmst.2018.10.009,,0.08725827236700183
463,Cr1 Mo1 Nb1 Ti1,ANNEAL,C,800.0,,7.6,BCC,,1058.0,,,196.0,,,10.1016/j.actamat.2019.06.006,,0.4274039452050368
325,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5,CAST,C,25.0,,7.8,FCC,,700.0,1650.0,93.0,194.0,,29.0,10.1016/j.jallcom.2008.11.059,,0.28278143822639484
186,Al1 Mo1 Nb1 Ti1,ANNEAL,C,600.0,,6.5,BCC,,520.0,,,151.0,,,10.1007/s11661-017-4386-1,,0.2100662112538933
123,Al1.125 Cu1 Fe0.75 Ni1 Ti1.125,,C,25.0,5.9,5.879319466,FCC,516.0,980.0,1326.0,140.0,131.1704646,7.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.39589401351695275
740,Mo1 Nb1 Ti1 V0.5 Zr1,CAST,C,25.0,,7.2,BCC,,1647.0,3307.0,,142.0,28.0,,10.1007/s11837-012-0366-5,,0.665344326798389
608,Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,8.1,BCC,,1253.0,1393.0,,95.0,,,10.1016/j.ijrmhm.2014.07.009,,0.5061787744252467
143,Al1 Co1 Cr1 Fe1 Ni1,CAST,C,25.0,,6.7,BCC,,1251.0,2004.0,,,1.0,,10.1016/j.msea.2008.01.064,,0.5053708274588856
830,Nb1 Ta1 Ti1 V1 W1,CAST,C,25.0,11.0,11.10562283,BCC,,1420.0,,,186.5220515,20.0,16.0,,Prof.Yeh-RHEA,0.573642346116401
197,Al1 Nb1 Ti1 V1,ANNEAL,C,800.0,,5.5,BCC,,685.0,,,,,,10.1016/j.matlet.2014.11.162,,0.2767218359786864
609,Hf1 Nb1 Ti1 V1 Zr1,ANNEAL,C,25.0,,8.1,BCC,,1140.0,1463.0,,95.0,,,10.1016/j.ijrmhm.2014.07.009,,0.460529770825843
279,C1 Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,T,25.0,,7.3,FCC,,643.8,888.0,,,31.9,,10.1016/j.msea.2019.01.050,,0.26007812847164713
293,Co0.286 Cr0.429 Fe1 Mn0.143 Ni0.714 V0.286,WROUGHT,T,25.0,,7.9,FCC,,312.0,660.0,,208.0,51.0,,10.1016/j.msea.2018.12.077,,0.126039726752336
400,Co1 Cr1 Ni1,ANNEAL,T,-196.0,,8.3,,,1215.0,1440.0,,,,,10.1016/j.jmst.2018.12.002,,0.4908277820643853
122,Al1.0 Co1 Fe1 Ni1,,C,25.0,6.605,6.604716099,BCC,455.5,963.5,,,161.7140033,,,,Prof.Yeh-3dtransitional,0.38922845104447346
183,Al1 Mo1 Nb1 Ti1,ANNEAL,C,23.0,6.46,6.5,BCC,,1100.0,,,151.0,,,10.1016/j.actamat.2019.06.032,,0.44437083149862044
202,Al1 Nb1 Ti1 V1,ANNEAL,C,25.0,,5.5,BCC,,1000.0,1280.0,,104.0,,,10.1016/j.jallcom.2015.08.224,,0.40397348318056403
438,Co1 Cr1 Fe1 Mn1 Ni1 V0.5,,C,25.0,7.8,7.824929394,FCC,186.0,620.0,,,210.1041187,75.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.2504635595719497
246,Al1 Cr1 Fe1 Mo0.2 Ni1,,C,25.0,6.485,6.487648344,BCC,548.5,1490.0,,,187.5301653,28.7,,,Prof.Yeh-3dtransitional,0.6019204899390405
415,Co1 Mn1 Ni1,WROUGHT,T,25.0,,8.4,FCC,,321.0,566.0,190.0,202.0,24.0,,10.1016/j.actamat.2019.04.017,,0.12967548810096105
847,Nb1 Ti1 V0.3 Zr1,,C,25.0,6.5,6.509762281,BCC,,866.0,,,95.93634497,45.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3498410364343685
129,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,CAST,C,600.0,,6.3,BCC,,805.0,,,156.0,,,10.1007/s11661-005-0218-9,,0.3251986539603541
637,Hf1 Mo1 Ta1 Ti1 Zr1,,,800.0,10.21,10.19147746,BCC,,1045.0,,,142.9802846,19.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4221522899236894
402,Co1 Cr1 Ni1,WROUGHT,T,25.0,,8.3,FCC,326.0,597.0,,,,,,10.1016/j.actamat.2018.12.015,,0.24117216945879674
732,Mo1 Nb1 Ta1 W1,CAST,C,800.0,,13.7,BCC,,552.0,,,250.0,40.0,,10.1016/j.intermet.2011.01.004,,0.22299336271567136
672,Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,CAST,C,25.0,,7.1,BCC,,1735.0,3300.0,,140.0,20.0,,10.1007/s11837-012-0366-5,,0.7008939933182786
791,Mo1 Nb1 Ti1 V3.0 Zr1,CAST,C,25.0,6.885,6.884746957,BCC,,1420.0,,,137.55764,23.6,16.4,,Prof.Yeh-RHEA,0.573642346116401
219,Al1 Co1 Cr1 Fe1 Ni1,,C,25.0,6.7,6.717648579,BCC,,1138.0,,194.0,184.2786056,,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.4597218238594819
641,Hf1 Nb0.5 O0.1 Ta0.5 Ti1 Zr1,CAST,C,25.0,9.29,9.000474978,BCC,,1100.0,,,,50.0,50.0,,Prof.Yeh-RHEA,0.44437083149862044
793,Mo1 Nb1 Ti1 V1 Zr1,CAST,C,25.0,7.1,7.123122391,BCC,,1779.0,,,140.5476593,32.0,32.0,,Prof.Yeh-RHEA,0.7186688265782234
657,Hf1 Nb1 Ti1 Zr1,,T,25.0,8.4,8.389278152,BCC,,879.0,969.0,,89.37400368,15.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.3550926917157158
796,Nb1 Ta1 Ti1,CAST,T,25.0,,10.0,BCC,246.0,620.0,683.0,143.0,136.0,,,10.3390/e21020114,,0.2504635595719497
624,Hf1 Mo1 Nb1 Ta1 Ti1 W1 Zr1,CAST,C,25.0,11.06,11.07993463,BCC,,1637.0,,,170.0287422,15.5,13.0,,Prof.Yeh-RHEA,0.6613045919665833
785,Mo1 Nb1 Ti1 V1.0 Zr1,CAST,C,25.0,7.125,7.123122391,BCC,,1790.0,,,140.5476593,25.9,16.7,,Prof.Yeh-RHEA,0.7231125348932097
665,Mo0.3 Nb1 Ti1 V1 Zr1,,C,25.0,6.7,6.685845916,BCC,,1289.0,,,114.0081503,42.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5207218198197471
386,Co1 Cr1 Fe1 Ni1,CAST,T,25.0,,8.2,FCC,,155.0,472.0,,,,,10.1016/j.actamat.2016.06.063,,0.06261588989298743
842,Mo0.7 Nb1 Ti1 V0.3,CAST,C,25.0,7.1,7.310815865,BCC,,1436.0,,,158.8854972,27.0,27.0,,Prof.Yeh-RHEA,0.5801059218472899
509,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,C,-153.0,,8.4,BCC,,1550.0,,,100.0,,,10.1016/j.msea.2017.10.073,,0.6261588989298743
267,Al1 Nb1.5 Ta0.5 Ti1.5 Zr0.5,,,800.0,6.8,6.848966848,BCC,,728.0,,,105.1027635,12.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.2940926957554506
714,Mo1 Nb1 Ta1 Ti1 W1,CAST,C,1000.0,,11.8,BCC,,620.0,1426.0,,222.0,,,10.1016/j.intermet.2017.01.007,,0.2504635595719497
441,Co1 Cr1 Fe1 Ni1,,T,25.0,8.2,8.175043328,FCC,,274.0,708.0,,225.7139231,39.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.11068873439147454
496,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,CAST,C,25.0,,10.4,BCC,,845.0,,,122.0,,,10.1080/14786435.2015.1028506,,0.34135759328757664
112,Al0.5 Nb1 Ta0.8 Ti1.5 V0.2 Zr1,,C,25.0,7.6,7.557222162,BCC,530.0,2035.0,2105.0,,108.974285,5.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.8220860382724479
232,Al1 Co1 Cr1 Fe1 Ni1 Si0.4,,C,25.0,6.2,6.218362268,BCC,,1481.0,2444.0,,168.6613999,13.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.5982847285904154
755,Mo1 Nb1 Ta1 Ti1 W1,CAST,C,25.0,11.9,11.75495916,BCC,,1340.0,,,222.155169,14.1,14.1,,Prof.Yeh-RHEA,0.5413244674619558
607,Hf1 Nb1 Ta1 Zr1,CAST,C,25.0,,11.1,BCC,365.0,1315.0,1800.0,,105.0,21.6,,10.1016/j.actamat.2016.01.018,,0.5312251303824417
373,Co1 Cr1 Fe1 Mo0.15 Ni1,WROUGHT,T,25.0,,8.3,FCC,,1136.0,1245.0,,231.0,,8.7,10.1016/j.msea.2019.05.078,,0.45891387689312074
851,Nb1 Ti1 V2 Zr1,,,800.0,6.3,6.404764627,BCC,,240.0,,,104.6359102,50.0,,https://doi.org/10.1016/j.dib.2018.11.111,Data in Brief 21 (2018) 2664¡V2678,0.09695363596333537
233,Al1 Co1 Cr1 Fe1 Ni1 Si0.4,,C,25.0,6.215,6.218362268,BCC,,1480.0,,,168.6613999,13.0,,,Prof.Yeh-3dtransitional,0.5978807551072348
684,Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5,ANNEAL,C,25.0,,7.6,BCC,,1765.0,,,169.0,,12.0,10.1016/j.matdes.2015.06.072,,0.7130131978136955
